Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     600/4350        boost::mpi::packed_oarchive& boost::archive::detail::interface_oarchive<boost::mpi::packed_oarchive>::operator<< <boost::serialization::array_wrapper<int const> >(boost::serialization::array_wrapper<int const> const&) [816]
                0.00    0.00     612/4350        boost::mpi::packed_oarchive& boost::archive::detail::interface_oarchive<boost::mpi::packed_oarchive>::operator<< <boost::serialization::collection_size_type>(boost::serialization::collection_size_type const&) [719]
[524]    0.0    0.00    0.00    4350         boost::archive::detail::interface_oarchive<boost::mpi::packed_oarchive>::This() [524]
-----------------------------------------------
                0.00    0.00    1176/4224        std::vector<char, boost::mpi::allocator<char> >::end() [591]
                0.00    0.00    1248/4224        std::vector<char, boost::mpi::allocator<char> >::begin() [587]
                0.00    0.00    1800/4224        __gnu_cxx::__normal_iterator<char*, std::vector<char, boost::mpi::allocator<char> > >::operator+(long) const [568]
[525]    0.0    0.00    0.00    4224         __gnu_cxx::__normal_iterator<char*, std::vector<char, boost::mpi::allocator<char> > >::__normal_iterator(char* const&) [525]
-----------------------------------------------
                0.00    0.00    3768/3768        std::tuple<int const&>::tuple(std::tuple<int const&>&&) [528]
[526]    0.0    0.00    0.00    3768         std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [526]
                0.00    0.00    3768/7536        std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [516]
                0.00    0.00    3768/7536        std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [515]
                0.00    0.00    3768/3789899     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [201]
-----------------------------------------------
                0.00    0.00    3768/3768        std::tuple<int const&>::tuple<void, true>(int const&) [529]
[527]    0.0    0.00    0.00    3768         std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [527]
                0.00    0.00    3768/7536        std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [515]
-----------------------------------------------
                0.00    0.00       8/3768        void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, Property*>, false> >::construct<std::pair<int const, Property*>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, Property*>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [1159]
                0.00    0.00     202/3768        void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, false> >::construct<std::pair<int const, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [874]
                0.00    0.00    3558/3768        void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [536]
[528]    0.0    0.00    0.00    3768         std::tuple<int const&>::tuple(std::tuple<int const&>&&) [528]
                0.00    0.00    3768/3768        std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [526]
-----------------------------------------------
                0.00    0.00       8/3768        std::__detail::_Map_base<int, std::pair<int const, Property*>, std::allocator<std::pair<int const, Property*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [187]
                0.00    0.00     202/3768        std::__detail::_Map_base<int, std::pair<int const, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::allocator<std::pair<int const, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [107]
                0.00    0.00    3558/3768        std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [33]
[529]    0.0    0.00    0.00    3768         std::tuple<int const&>::tuple<void, true>(int const&) [529]
                0.00    0.00    3768/3768        std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [527]
-----------------------------------------------
                0.00    0.00    3768/3768        std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [531]
[530]    0.0    0.00    0.00    3768         int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [530]
                0.00    0.00    3768/7536        std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [516]
-----------------------------------------------
                0.00    0.00       8/3768        std::pair<int const, Property*>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [1175]
                0.00    0.00     202/3768        std::pair<int const, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [884]
                0.00    0.00    3558/3768        std::pair<int const, int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [548]
[531]    0.0    0.00    0.00    3768         std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [531]
                0.00    0.00    3768/3768        int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [530]
-----------------------------------------------
                0.00    0.00     552/3580        void std::advance<char const*, unsigned long>(char const*&, unsigned long) [657]
                0.00    0.00     624/3580        void std::vector<char, boost::mpi::allocator<char> >::_M_insert_dispatch<char const*>(__gnu_cxx::__normal_iterator<char*, std::vector<char, boost::mpi::allocator<char> > >, char const*, char const*, std::__false_type) [628]
                0.00    0.00    2404/3580        std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [566]
[532]    0.0    0.00    0.00    3580         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [532]
-----------------------------------------------
                0.00    0.00    3558/3558        std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [544]
[533]    0.0    0.00    0.00    3558         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::deallocate(std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [533]
-----------------------------------------------
                0.00    0.00    3558/3558        void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::destroy<std::pair<int const, int> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*) [545]
[534]    0.0    0.00    0.00    3558         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::destroy<std::pair<int const, int> >(std::pair<int const, int>*) [534]
-----------------------------------------------
                0.00    0.00    3558/3558        std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, unsigned long) [546]
[535]    0.0    0.00    0.00    3558         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocate(unsigned long, void const*) [535]
                0.00    0.00    3558/3558        __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::max_size() const [537]
-----------------------------------------------
                0.00    0.00    3558/3558        void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [547]
[536]    0.0    0.00    0.00    3558         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [536]
                0.00    0.00    3558/11304       std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [507]
                0.00    0.00    3558/11304       std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [509]
                0.00    0.00    3558/3768        std::tuple<int const&>::tuple(std::tuple<int const&>&&) [528]
                0.00    0.00    3558/11304       std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [508]
                0.00    0.00    3558/1814938     operator new(unsigned long, void*) [202]
                0.00    0.00    3558/3558        std::pair<int const, int>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [549]
-----------------------------------------------
                0.00    0.00    3558/3558        __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocate(unsigned long, void const*) [535]
[537]    0.0    0.00    0.00    3558         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::max_size() const [537]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [33]
[538]    0.0    0.00    0.00    3558         std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::operator->() const [538]
                0.00    0.00    3558/208554      std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_valptr() [304]
-----------------------------------------------
                0.00    0.00    3558/3558        std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [540]
[539]    0.0    0.00    0.00    3558         std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) const [539]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [33]
[540]    0.0    0.00    0.00    3558         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [540]
                0.00    0.00    3558/97433       std::__detail::_Prime_rehash_policy::_M_state() const [387]
                0.00    0.00    3558/3558        std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) const [539]
                0.00    0.00    3558/3558        std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*) [541]
                0.00    0.00    3558/10674       std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [510]
                0.00    0.00     500/500         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [678]
                0.00    0.00     500/500         std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() [679]
                0.00    0.00     500/109350      decltype ((get<0>)((forward<std::pair<int const, int>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<int const, int>&>(std::pair<int const, int>&) const [381]
                0.00    0.00     500/197880      std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_v() [309]
                0.00    0.00     500/96146       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(int const&, unsigned long) const [388]
-----------------------------------------------
                0.00    0.00    3558/3558        std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [540]
[541]    0.0    0.00    0.00    3558         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*) [541]
                0.00    0.00    1949/46543       std::__detail::_Hash_node<std::pair<int const, int>, false>::_M_next() const [454]
                0.00    0.00    1949/21885       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, int>, false>*) const [480]
-----------------------------------------------
                0.00    0.00    3558/3558        Graph::Graph(char*, boost::mpi::communicator, int, bool) [82]
[542]    0.0    0.00    0.00    3558         std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::end() [542]
                0.00    0.00    3558/7116        std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() [517]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [553]
[543]    0.0    0.00    0.00    3558         std::pointer_traits<std::__detail::_Hash_node<std::pair<int const, int>, false>*>::pointer_to(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [543]
                0.00    0.00    3558/3558        std::__detail::_Hash_node<std::pair<int const, int>, false>* std::addressof<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [558]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [553]
[544]    0.0    0.00    0.00    3558         std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [544]
                0.00    0.00    3558/3558        __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::deallocate(std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [533]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [552]
[545]    0.0    0.00    0.00    3558         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::destroy<std::pair<int const, int> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*) [545]
                0.00    0.00    3558/3558        void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::destroy<std::pair<int const, int> >(std::pair<int const, int>*) [534]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [551]
[546]    0.0    0.00    0.00    3558         std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, unsigned long) [546]
                0.00    0.00    3558/3558        __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocate(unsigned long, void const*) [535]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [551]
[547]    0.0    0.00    0.00    3558         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [547]
                0.00    0.00    3558/11304       std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [509]
                0.00    0.00    3558/11304       std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [508]
                0.00    0.00    3558/11304       std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [507]
                0.00    0.00    3558/3558        void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [536]
-----------------------------------------------
                0.00    0.00    3558/3558        std::pair<int const, int>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [549]
[548]    0.0    0.00    0.00    3558         std::pair<int const, int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [548]
                0.00    0.00    3558/3768        std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [531]
                0.00    0.00    3558/3789899     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [201]
-----------------------------------------------
                0.00    0.00    3558/3558        void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [536]
[549]    0.0    0.00    0.00    3558         std::pair<int const, int>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [549]
                0.00    0.00    3558/3558        std::pair<int const, int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [548]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [551]
[550]    0.0    0.00    0.00    3558         std::__detail::_Hash_node<std::pair<int const, int>, false>::_Hash_node() [550]
                0.00    0.00    3558/3558        std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_Hash_node_value_base() [554]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [33]
[551]    0.0    0.00    0.00    3558         std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [551]
                0.00    0.00    7116/15432       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() [501]
                0.00    0.00    3558/3558        std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, unsigned long) [546]
                0.00    0.00    3558/3558        std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__to_address<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [557]
                0.00    0.00    3558/3558        std::__detail::_Hash_node<std::pair<int const, int>, false>::_Hash_node() [550]
                0.00    0.00    3558/1814938     operator new(unsigned long, void*) [202]
                0.00    0.00    3558/11304       std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [508]
                0.00    0.00    3558/11304       std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [509]
                0.00    0.00    3558/11304       std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [507]
                0.00    0.00    3558/208554      std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_valptr() [304]
                0.00    0.00    3558/3558        void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [547]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [857]
[552]    0.0    0.00    0.00    3558         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [552]
                0.00    0.00    3558/208554      std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_valptr() [304]
                0.00    0.00    3558/15432       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() [501]
                0.00    0.00    3558/3558        void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::destroy<std::pair<int const, int> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*) [545]
                0.00    0.00    3558/3558        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [553]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [552]
[553]    0.0    0.00    0.00    3558         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [553]
                0.00    0.00    3558/3558        std::pointer_traits<std::__detail::_Hash_node<std::pair<int const, int>, false>*>::pointer_to(std::__detail::_Hash_node<std::pair<int const, int>, false>&) [543]
                0.00    0.00    3558/15432       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() [501]
                0.00    0.00    3558/3558        std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [544]
-----------------------------------------------
                0.00    0.00    3558/3558        std::__detail::_Hash_node<std::pair<int const, int>, false>::_Hash_node() [550]
[554]    0.0    0.00    0.00    3558         std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_Hash_node_value_base() [554]
                0.00    0.00    3558/97655       std::__detail::_Hash_node_base::_Hash_node_base() [386]
-----------------------------------------------
